model,roc_auc,average_precision,f1_at_0.5,train_seconds
LogisticRegression,0.9460483219190452,0.5068728529839491,0.45335869909860943,9.605241060256958
RandomForest,0.9675937392621943,0.6764583799012879,0.5493578919303235,186.2612099647522
XGBoost,0.9677786373298944,0.673988912602914,0.5179054704683905,42.52687072753906
PlainMLP,0.9614495274045876,0.6278763969645136,0.48078067803124397,264.8430509567261
PINN,0.9613495806613015,0.6278103641162117,0.48283665473883713,403.9673800468445
