lambda_phys,spatial_holdout_auc,internal_val_auc,train_seconds
0.0,0.9503612679054222,0.9594728301259048,105.33678674697876
0.01,0.9512245698849252,0.9594655750367479,100.23011183738708
0.1,0.9517656144051135,0.9594824817607419,96.69049191474915
1.0,0.9506021870418532,0.959402862607807,98.08887767791748
