tag,median_abs_dudt,mean_abs_dudt,mean_abs_diffusion,mean_abs_advection,mean_abs_reaction,rms_residual,residual_over_mean_abs_dudt,share_diffusion,share_advection,share_reaction,c_adv
trackA_full_repro,0.00029494237969629467,0.012091719107630988,0.00017712586669181034,0.36775104611549736,0.04406236914812394,0.8619462867952743,71.28401504557833,0.00042992702261041764,0.8926201196429343,0.10694995333445521,0.555659294128418
unified_A_diff_s42,0.00028562103398144245,0.005774671972080195,0.0008734177344452309,0.4127234208133985,0.08149713842936282,1.2945283331961002,224.17348369829145,0.001764145344239245,0.8336264224688795,0.16460943218688123,0.6931471824645996
unified_A_diffadv_s42,0.0002452220651321113,0.010050488456222669,0.00013899332044738398,0.2877369551726107,0.05815886042590411,0.7407478476470372,73.70267135508323,0.0004016743890061499,0.8315260423410055,0.16807228326998835,0.5686504244804382
unified_A_full_s42,0.00034085585502907634,0.011633616583866621,0.00015453562922424302,0.35600347951898037,0.03644882353409281,0.9067108221773831,77.93886068368458,0.000393614206372231,0.9067684116604577,0.09283797413317009,0.5707522034645081
unified_A_nophys_s42,0.0016257746610790491,0.0217804538832872,0.008570261881247444,2.7097581445046193,0.044432557247719676,13.415932741704976,615.9620370445735,0.003102064201014273,0.9808152714524901,0.01608266434649559,0.6931471824645996
